s,match_i,ed,ed_dot,efai,efai_dot,project_curv,ego_x,ego_y
46.76,468,0.93785,-0.0285327,-0.00710151,-0.251004,0.0304215,2.20757,175.562
47.1752,472,0.950785,-0.0289699,-0.00713758,-0.253372,0.0304215,1.92755,175.271
47.1752,472,0.950785,-0.0289699,-0.00713758,-0.253372,0.0304215,1.92755,175.271
47.5925,476,0.963705,-0.029037,-0.00718089,-0.252409,0.0304215,1.64978,174.975
47.5925,476,0.963705,-0.029037,-0.00718089,-0.252409,0.0304215,1.64978,174.975
48.0047,480,0.976501,-0.0287432,-0.0072068,-0.249452,0.0304215,1.3794,174.68
48.0047,480,0.976501,-0.0287432,-0.0072068,-0.249452,0.0304215,1.3794,174.68
48.4151,484,0.989273,-0.028804,-0.0072084,-0.250214,0.0304215,1.11398,174.382
48.4151,484,0.989273,-0.028804,-0.0072084,-0.250214,0.0304215,1.11398,174.382
48.8282,488,1.00216,-0.029062,-0.00721332,-0.252243,0.0304215,0.850752,174.079
48.8282,488,1.00216,-0.029062,-0.00721332,-0.252243,0.0304215,0.850752,174.079
49.2451,492,1.0151,-0.0294656,-0.00724042,-0.2546,0.0304215,0.58888,173.771
49.2451,492,1.0151,-0.0294656,-0.00724042,-0.2546,0.0304215,0.58888,173.771
49.6674,497,1.028,-0.02989,-0.0073728,-0.253608,0.0304215,0.329611,173.457
49.6674,497,1.028,-0.02989,-0.0073728,-0.253608,0.0304215,0.329611,173.457
